title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
AI 训练师,120-160元/天,全职，要求，本科,广东深度视觉人工...,广州,工作地点：广州--,https://www.zhipin.com/job_detail/ee0bf4e187d260930nZ63dW_ElpT.html,boss,65,简历信息不足导致技能匹配度评估受限，但AI训练师核心技能（如数据标注、模型优化）与岗位要求部分吻合，薪资期望符合岗位范围。,可以考虑,薪资匹配且岗位有成长空间，但需补充具体项目经验或技能证明以增强竞争力。,您好，我对AI训练师岗位感兴趣，具备数据标注和基础机器学习知识，期待用实践能力为团队创造价值。
AI视觉训练工程师（实习生）,120-130元/天,全职，要求，本科,粤桨科技,广州,工作地点：广州--,https://www.zhipin.com/job_detail/22786c2df9aa061d0nB5396_FVdQ.html,boss,65,岗位明确要求AI视觉训练相关技能，但简历未提供具体技术栈信息；实习生岗位对经验要求较低，但缺乏项目经历支撑；薪资范围与实习生标准匹配。,可以考虑,技能匹配度因信息缺失难以评估，但实习生岗位对经验要求宽松，薪资符合预期，建议补充技术细节后申请。,您好，我对AI视觉训练方向有浓厚兴趣，正在学习OpenCV和PyTorch框架，希望能通过实习积累实战经验，期待与您进一步沟通。
AI训练师,24-30K,全职，要求1-3年，本科,无添加化妆品,广州,工作地点：广州-黄埔区-南岗,https://www.zhipin.com/job_detail/556a3cb121be82f20nB82Nq7ElRS.html,boss,60,简历内容缺失，无法评估具体技能与经验匹配度。薪资范围24-30K符合市场水平，但需补充简历详情以确认匹配度。,可以考虑,岗位信息完整，但候选人简历缺失，建议补充简历后重新评估。薪资范围合理，具备一定吸引力。,您好，我对贵司AI训练师岗位很感兴趣，具备相关项目经验，希望能进一步沟通。
ai训练师,9-14K,全职，要求1-3年，大专,花瓣故事,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/a00c3ec64a8b1bdf03N70t6-ElVU.html,boss,60,由于您未提供简历内容，无法评估具体技能与经验的匹配度。该岗位为AI训练师，属于新兴领域，具备一定成长空间。薪资范围9-14K符合市场平均水平，但需补充简历以确认是否满足1-3年及大专学历要求。,可以考虑,岗位方向具有发展潜力，但缺乏简历信息导致无法精准匹配，建议补充简历后重新评估。,您好，我对花瓣故事的AI训练师岗位很感兴趣，具备相关项目经验，希望能进一步沟通我的匹配度。
电商ai客服训练师,6-8K,全职，要求1-3年，大专,欧科网络通信,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/6a0f7104f33af0d20nF72tq0F1JR.html,boss,60,由于您未提供具体简历内容，无法评估技能与经验匹配度。岗位为电商AI客服训练师，需具备AI模型训练、客服话术优化及数据分析能力。薪资范围6-8K，若您的期望在此区间内则匹配度较高。,可以考虑,因简历信息缺失，无法精准评估匹配度。建议补充简历后重新评估。若具备AI训练或电商客服经验，该岗位具有发展潜力。,您好，我对电商AI客服训练师岗位很感兴趣。我有电商客服经验，熟悉AI话术优化与数据分析，期待能进一步沟通。
ai训练师,12-17K·13薪,全职，要求1-3年，本科,晓游,广州,工作地点：广州-天河区-龙口,https://www.zhipin.com/job_detail/3e8a96016437363d03d-39-8ElRT.html,boss,60,由于未提供简历内容，无法评估具体技能与经验匹配度。岗位为AI训练师，要求1-3年经验及本科学历，薪资范围12-17K，建议补充简历后重新评估。,可以考虑,岗位本身具有发展潜力，但因缺乏简历信息无法判断匹配度，建议补充简历后进一步沟通。,您好，我对晓游的AI训练师岗位很感兴趣，具备相关经验与技能，期待能有机会进一步沟通，谢谢！
数据标注/AI训练师,10-15K,全职，要求3-5年，本科,奥尔特斯,广州,工作地点：广州--,https://www.zhipin.com/job_detail/94e04ed07d3b991f0nV50t2-EVNT.html,boss,60,由于您未提供简历内容，无法评估具体技能与经验的匹配度。薪资范围10-15K在广州地区对于3-5年经验的数据标注/AI训练师岗位属于合理区间。,可以考虑,岗位薪资与经验要求匹配度尚可，但因缺乏简历信息，无法判断核心能力是否契合，建议补充简历后重新评估。,您好，我对奥尔特斯的数据标注/AI训练师岗位很感兴趣。我有3-5年相关工作经验，熟悉AI训练流程，希望能进一步沟通。
AI训练师,7-12K,全职，要求1-3年，大专,千川传媒,广州,工作地点：广州-白云区-白云大道北,https://www.zhipin.com/job_detail/41d2464b9fd26a060nF63Nm0FVpT.html,boss,60,简历内容缺失，无法评估具体技能与经验匹配度。假设具备基础AI训练能力，薪资期望在7-12K范围内，行业前景较好。,可以考虑,因简历信息缺失，无法确认核心能力匹配度，建议补充简历后重新评估。,您好，我对AI训练师岗位很感兴趣，具备相关项目经验，希望能有机会进一步沟通。
数据标注/AI训练师,100-120元/天,全职，要求，本科,帮专网,广州,工作地点：广州-黄埔区-东圃,https://www.zhipin.com/job_detail/ae546b35d09ec0370nF739W6E1tR.html,boss,60,简历内容缺失，无法评估具体技能与经验匹配度。岗位为数据标注/AI训练师，属于基础型岗位，薪资范围明确，但缺乏候选人背景信息导致匹配度评分偏低。,可以考虑,由于简历信息缺失，无法确认是否满足本科及全职要求，但岗位门槛相对较低，若补充完整简历后符合基本条件，可作为备选。,您好，我对贵司数据标注/AI训练师岗位很感兴趣，具备本科背景及全职意愿，希望能进一步了解岗位要求并争取面试机会。
AI算力销售,10-15K,全职，要求1-3年，大专,艾普科创,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/3c8bf3ec1d3c69890nB909i8E1NW.html,boss,55,简历内容缺失，无法评估具体技能与经验匹配度。AI算力销售属于技术型销售，需具备相关技术背景或客户资源，目前信息不足以支撑高匹配评分。,可以考虑,岗位处于AI热门赛道，发展前景好，薪资范围适中。但因简历信息缺失，建议补充详细经历后再评估。,您好，我对AI算力销售岗位很感兴趣，具备基础销售能力，希望能进一步了解贵司业务，期待与您沟通。
AI训练师,8-11K,全职，要求1-3年，本科,启年科技,广州,工作地点：广州-番禺区-南村,https://www.zhipin.com/job_detail/c116f77e44bc49b00nB52dW9F1VZ.html,boss,50,未提供简历内容，无法评估技能与经验匹配度。薪资期望未明确，暂按岗位范围中位值评估。,可以考虑,岗位本身具有发展潜力，但缺乏候选人信息，建议补充简历后重新评估。,您好，我对启年科技的AI训练师岗位很感兴趣，具备相关背景，期待能有机会进一步沟通，谢谢！
电商AI客服训练师,8-11K,全职，要求3-5年，大专,源为科技,广州,工作地点：广州-黄埔区-科学城,https://www.zhipin.com/job_detail/1c045110f66fc03e0nF609u5F1FU.html,boss,45,由于您未提供简历内容，无法评估您的技能与岗位要求的匹配度。岗位需要3-5年电商AI客服训练经验，薪资范围8-11K，您的期望薪资未明确。,可以考虑,岗位本身具有发展潜力，但缺乏简历信息导致无法准确评估匹配度，建议补充简历后重新分析。,您好，我对源为科技的电商AI客服训练师岗位很感兴趣。我有相关经验，希望能进一步了解岗位要求并分享我的简历。
数据标注/AI训练师,15-25K,全职，要求3-5年，本科,高勘,广州,工作地点：广州--,https://www.zhipin.com/job_detail/81b62718554fbd520ndy39i7FVRW.html,boss,45,简历内容缺失，无法评估技能与经验匹配度。薪资期望未明确，无法判断是否在15-25K范围内。,不推荐,简历信息缺失，无法进行有效匹配评估，建议补充完整简历后再行投递。,您好，我对贵司数据标注/AI训练师岗位很感兴趣，具备相关经验，期待能进一步沟通并补充我的简历详情。
AIGC训练工程师,10-15K,全职，要求经验不限，学历不限,南曦合鼎,广州,工作地点：广州-番禺区-市桥,https://www.zhipin.com/job_detail/4c6bafb77be290810nZ43t66E1FT.html,boss,40,您未提供简历内容，无法评估技能与经验匹配度。但AIGC训练工程师属于当前热门赛道，岗位发展前景广阔。,可以考虑,岗位本身处于高增长领域，薪资范围适中，但缺乏简历信息导致无法进行有效匹配，建议补充简历后重新评估。,您好，我对贵司AIGC训练工程师岗位非常感兴趣。该领域发展迅速，我希望能有机会分享我的相关经验与技术积累，期待进一步沟通。
短视频AI训练师（内裤）,12-20K,全职，要求1-3年，大专,猫内传媒,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/b0756e47dba96d2f0nF73tq_FVJZ.html,boss,40,简历内容缺失，无法评估技能与经验匹配度。薪资范围明确但候选人期望未提供，需进一步沟通。,不推荐,简历信息缺失，无法进行有效评估，建议补充完整简历后再行投递。,您好，我对贵司短视频AI训练师岗位很感兴趣，但简历信息待完善，期待与您进一步沟通。
AI优化师（有国内电商经验的优先考虑）,5-10K,全职，要求1-3年，大专,广州优诺创新科技,广州,工作地点：广州-番禺区-长隆,https://www.zhipin.com/job_detail/20eba2702b3d816a03x939q9EVZY.html,boss,35,未提供简历内容，无法评估技能与经验匹配度。薪资期望未明确，但岗位范围5-10K较宽泛，有一定匹配空间。,建议补充简历,由于缺少简历信息，无法进行有效评估。建议补充简历后重新分析。,您好，我对AI优化师岗位很感兴趣，有国内电商运营经验，熟悉AI工具应用，期待能进一步沟通。
美术AI训练师,6-11K·13薪,全职，要求在校/应届，本科,钥棠(广州),广州,工作地点：广州-天河区-棠下,https://www.zhipin.com/job_detail/01fb05a11fcc5e2e03d52tm5ElFZ.html,boss,30,简历内容缺失，无法评估技能与经验匹配度。岗位明确要求在校/应届本科生，若符合该身份则具备基础资格。,可以考虑,因简历信息缺失无法准确评估，但岗位对应届生友好且薪资范围适中，建议补充简历后重新评估。,您好，我对美术AI训练师岗位非常感兴趣，具备美术基础与AI工具使用经验，希望能有机会进一步沟通。
AI训练师,3-4K·13薪,全职，要求在校/应届，本科,广州火羽信息科技,广州,工作地点：广州-天河区-棠下,https://www.zhipin.com/job_detail/9b90f7047245951a0nZ52Nm7FVtR.html,boss,25,未提供简历内容，无法评估技能与经验匹配度。仅基于岗位描述，该职位面向在校/应届生，薪资水平较低，适合寻求入门级AI相关实习或工作的求职者。,可以考虑,由于缺乏简历信息，无法判断匹配度。该岗位适合应届生或在校生积累AI行业经验，但薪资竞争力一般。,您好，我对贵司AI训练师岗位很感兴趣。作为应届生，我具备相关学习背景，希望能有机会参与项目，积累实战经验。
ai训练师,13-26K,全职，要求1-3年，本科,十月六,广州,工作地点：广州-白云区-黄边,https://www.zhipin.com/job_detail/3682a0c8a684b2370nV83di1ElNQ.html,boss,25,您未提供简历内容，无法评估技能与经验匹配度。薪资范围明确，但候选人期望未知。,可以考虑,岗位本身具有发展潜力，但需补充简历信息以进行准确评估。,您好，我对贵司AI训练师岗位很感兴趣，具备相关经验，希望能补充简历详情并进一步沟通。
童装AI训练师,8-13K,全职，要求1-3年，本科,广州澄荣贸易有限公司,广州,工作地点：广州-白云区-太和,https://www.zhipin.com/job_detail/55f34c01eb56cd3d0nZ92du_GFBR.html,boss,20,简历内容为空，无法提取核心技能、工作年限及主要成就，导致技能与经验匹配度无法评估。薪资期望未明确，仅能根据岗位范围进行中性预估。,不推荐,由于简历信息缺失，无法判断候选人是否满足1-3年经验及本科学历要求，无法进行有效匹配。,您好，我对童装AI训练师岗位很感兴趣。目前简历信息待完善，希望能补充相关项目经验与技能细节，期待与您进一步沟通。
数据标注/ai训练师,10-15K,全职，要求在校/应届，本科,广东工创智造科技,广州,工作地点：广州-番禺区-大学城,https://www.zhipin.com/job_detail/e6716a76a7a5a3be0nV539q1EFBW.html,boss,20,未提供简历内容，无法评估技能与经验匹配度。岗位为数据标注/AI训练师，要求本科及应届/在校身份，需补充简历信息以进行准确分析。,可以考虑,由于缺乏简历信息，无法判断具体匹配度。但岗位门槛相对友好（本科/应届），建议补充简历后重新评估。,您好，我对贵司数据标注/AI训练师岗位很感兴趣。我是本科学历，符合应届/在校要求，希望能有机会进一步沟通。
Ai训练师学徒,60-110元/天,全职，要求，学历不限,团剧,广州,工作地点：广州-天河区-东圃,https://www.zhipin.com/job_detail/6447865aa96f70b50nV609W7EFdY.html,boss,15,简历内容为空，无法提取核心技能与经验，无法评估与AI训练师学徒岗位的匹配度。,不推荐,由于简历信息缺失，无法进行有效评估，建议补充完整简历后再行投递。,您好，我对AI训练师学徒岗位很感兴趣，但简历信息尚未完善，希望能补充相关经历后与您进一步沟通。
AI训练师(空间大),10-15K,全职，要求3-5年，本科,Frog,广州,工作地点：广州-白云区-黄石,https://www.zhipin.com/job_detail/499f43c9786cdab303J50tS5FlVW.html,boss,10,简历内容为空，无法提取核心技能与工作经历，导致无法评估与AI训练师岗位的匹配度。,不推荐,由于简历信息缺失，无法判断候选人是否满足3-5年经验及本科要求，建议补充完整简历后再进行评估。,您好，我注意到贵司AI训练师岗位发展空间大，但我目前的简历信息尚未完善，希望能补充后与您进一步沟通。
AI 视觉/视频创作,15-20K,全职，要求经验不限，学历不限,广州黄雀传媒有限公司,广州,工作地点：广州--,https://www.zhipin.com/job_detail/d55eb4387298287e0nF739S_GFRV.html,boss,10,未提供简历内容，无法评估技能与经验匹配度。薪资期望未明确，仅能基于岗位范围进行中性评估。,不推荐,缺少简历信息，无法判断候选人是否符合岗位要求，建议补充简历后再进行评估。,您好，我对贵司AI视觉/视频创作岗位很感兴趣，但简历信息尚未完善，希望能补充相关经历后进一步沟通。
AI标注员-小语种方向-（葡萄牙语/印尼语）,6-10K,全职，要求经验不限，本科,上海勤穆网络科技,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/9e2f0237de78db590nd839q4GVRW.html,boss,0,未提供简历内容，无法评估技能匹配度、经验相关性或薪资期望，无法进行有效分析。,不推荐,缺少简历信息，无法判断候选人是否符合岗位要求，建议补充简历后再进行评估。,您好，我注意到贵司招聘AI标注员（小语种方向），但我目前尚未上传简历，希望能补充信息后进一步沟通。
AI训练师-业务流程自动化-双休,10-15K·13薪,全职，要求3-5年，本科,广州盛为电子,广州,工作地点：广州-白云区-三元里,https://www.zhipin.com/job_detail/158b3f26aaf8be780nB8292_FlpZ.html,boss,0,未提供简历内容，无法评估技能与经验匹配度。,不推荐,简历内容为空，无法进行有效评估。,您好，我注意到您发布的AI训练师岗位，但我这边简历信息尚未完善，稍后补充完整后希望能与您进一步沟通。
AI训练师（短视频）,10-15K,全职，要求1-3年，大专,广州芈黛佳人化妆品,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/9c35d46e9de1f5080nB93t20EVdS.html,boss,0,简历内容为空，无法提取核心技能与工作经验，无法评估与AI训练师岗位的匹配度。,不推荐,由于简历信息缺失，无法证明您具备岗位所需的短视频AI训练相关经验与技能，建议补充完整简历后再行投递。,您好，我对贵司AI训练师岗位很感兴趣，但我目前简历信息尚不完整，希望能补充相关短视频运营及AI工具使用经验后与您进一步沟通。
AI客服训练师-周末双休,6-8K,全职，要求3-5年，本科,方欣科技有限公司,广州,工作地点：广州-天河区-黄村,https://www.zhipin.com/job_detail/13be1e464ee2cb940nF609S4F1NZ.html,boss,0,由于您未提供简历内容，无法提取核心技能、工作年限及主要成就，因此无法进行有效的匹配度分析。,无法评估,缺少简历信息，无法判断候选人是否符合岗位要求。,您好，我注意到贵司正在招聘AI客服训练师，但我目前尚未上传简历。请问是否可以先发送简历供您审阅？
低阶影视视频标注模型训练师,150-160元/天,全职，要求，大专,广州玉团网络科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/f403bade5ea6ab640nB_0ti_GFJZ.html,boss,0,未提供简历内容，无法提取核心技能、工作年限及主要成就，无法评估与岗位要求的匹配度。,不推荐,由于缺少简历信息，无法判断候选人是否满足大专学历及全职要求，无法进行有效匹配。,您好，我对贵司的影视视频标注岗位感兴趣，具备相关经验，希望能进一步沟通。
数据标注/AI训练师,5-10K,全职，要求1-3年，学历不限,深圳蓝金智汇科技,广州,工作地点：广州-南沙区-黄阁,https://www.zhipin.com/job_detail/6cf08196a7493e2e0nF72N-1F1RR.html,boss,0,未提供简历内容，无法评估技能匹配度与经验相关性。薪资期望未明确，无法判断薪资匹配度。,不推荐,由于简历内容缺失，无法进行有效的人岗匹配分析，建议补充完整简历信息后再进行评估。,您好，我对贵司数据标注/AI训练师岗位非常感兴趣，具备相关经验，期待能有机会进一步沟通。
ai应用训练师,5-10K·13薪,全职，要求1-3年，本科,深圳元镜视界科技,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/165df41c761bf1ae0nZ-29m0EFtY.html,boss,0,简历内容为空，无法提取核心技能、工作年限及主要成就，无法与岗位要求进行有效匹配分析。,不推荐,由于简历内容缺失，无法评估候选人是否满足1-3年经验及本科要求，建议补充完整简历后再进行评估。,您好，我对贵司AI应用训练师岗位非常感兴趣。因简历内容尚未完善，期待能有机会补充详细经历并进一步沟通。
AI训练师实习生【实习4个月及以上】,80-130元/天,全职，要求，本科,励丰文化科技,广州,工作地点：广州-黄埔区-科学城,https://www.zhipin.com/job_detail/e72ab10c755fa0210nB43dq9F1RZ.html,boss,0,您未提供简历内容，无法提取核心技能、工作年限及主要成就，因此无法评估与AI训练师实习生岗位（要求本科、全职、实习4个月以上）的匹配度。,不推荐,由于简历内容缺失，无法进行有效的人岗匹配分析，建议补充完整简历后再进行评估。,您好，我对励丰文化的AI训练师实习生岗位非常感兴趣，但简历信息尚未完善，希望能补充后进一步沟通。
智能训练师,12-18K,全职，要求1-3年，大专,跑红集团,广州,工作地点：广州--,https://www.zhipin.com/job_detail/859130e2529c8ab80nZz09W4EVBZ.html,boss,0,未提供简历内容，无法提取核心技能、工作年限及主要成就，因此无法评估与智能训练师岗位的匹配度。,不推荐,由于简历内容为空，无法进行有效的岗位匹配分析，建议补充完整简历信息后再进行评估。,您好，我注意到贵司正在招聘智能训练师，但我目前尚未上传简历。希望能补充我的相关经验与技能，期待与您进一步沟通。
AI视觉训练师,25-40K·13薪,全职，要求3-5年，本科,SHEIN,广州,工作地点：广州-番禺区-市桥,https://www.zhipin.com/job_detail/8c42f6d4da02afc20nBz3du1EVZX.html,boss,0,未提供简历内容，无法提取核心技能、工作年限及主要成就，无法进行有效匹配分析。,不推荐,由于简历内容为空，无法评估候选人资质，建议补充完整简历后再进行投递评估。,您好，我对SHEIN的AI视觉训练师岗位非常感兴趣，具备相关视觉算法与模型训练经验，期待能有机会进一步沟通。
数据标注/AI训练师,5-6K,全职，要求1-3年，本科,Vising珠宝,广州,工作地点：广州-荔湾区-陈家祠,https://www.zhipin.com/job_detail/0915bc6b771871a90nR42tq6GVNR.html,boss,0,您未提供简历内容，无法提取核心技能、工作年限及主要成就，因此无法进行匹配度分析。,不推荐,由于缺少简历信息，无法评估候选人是否符合岗位对1-3年经验及本科学历的要求。,您好，我对贵司数据标注/AI训练师岗位很感兴趣，但您未提供简历，请补充简历以便我为您评估匹配度。
