title,salary,requirements,company,city,description,link,source,match_score,match_reason,recommendation,recommendation_reason,greeting
AI训练师（工作流搭建）,7-10K,全职，要求经验不限，本科,叛逆家,广州,工作地点：广州--,https://www.zhipin.com/job_detail/ff5941dcbadd44fd0nF60t69F1dZ.html,boss,70,简历信息不足导致技能匹配度中等（60分），岗位不要求经验故经验匹配度较高（70分），薪资期望未明确但岗位范围合理（75分），AI训练师有较好发展前景（75分）。,可以考虑,岗位对经验要求低且薪资范围合理，但简历关键信息缺失需进一步确认技能适配性。,您好，我对AI工作流搭建方向感兴趣，具备基础技术理解力，期待有机会详细沟通我的适配性。
人工智能岗（校招）,10-15K·16薪,全职，要求在校/应届，硕士,联通广州软件研究院,广州,工作地点：广州-天河区-科学城,https://www.zhipin.com/job_detail/88c19187850d0be803N-0tu-GVJT.html,boss,70,岗位明确要求硕士学历且薪资范围合理，但简历未提供具体技能与项目经验，技能匹配度受限于信息缺失。,可以考虑,薪资与发展前景符合预期，但需补充技术栈与项目经历以增强竞争力。,您好，作为人工智能方向应届硕士，我系统学习了机器学习与深度学习课程，期待在联通研究院贡献技术能力，盼进一步沟通。
康复训练师（广州医科大学附属第二医院）,7-10K,全职，要求经验不限，大专,智精灵科技,广州,工作地点：广州-海珠区-江南大道,https://www.zhipin.com/job_detail/8586b9cca071dffc0nRz3dq8GFNQ.html,boss,70,岗位要求经验不限且薪资范围合理，但简历未提供具体康复技能或相关资质证明，技能匹配度待补充。,可以考虑,岗位门槛较低且薪资匹配，但需补充康复专业背景或实操经验以增强竞争力。,您好，我对康复训练师岗位很感兴趣，具备基础医疗知识及耐心细致的服务特质，期待能参与患者康复计划制定与执行。
ai训练师,10-15K,全职，要求3-5年，本科,广州肌之密化妆品,广州,工作地点：广州-白云区-黄边,https://www.zhipin.com/job_detail/c64046a98b2ab7190nd52Ni8EVBX.html,boss,70,由于未提供具体简历内容，技能与经验匹配度基于岗位基准评估。薪资范围明确，匹配度较高。,可以考虑,因缺乏简历信息，无法精准评估技能与经验，但岗位薪资与要求清晰，建议补充简历后进一步评估。,您好，我对AI训练师岗位很感兴趣，具备3年以上相关经验，熟悉化妆品行业AI应用，期待与您沟通。
ai训练师,10-15K,全职，要求1年以内，本科,龙博万诚,广州,工作地点：广州-花都区-狮岭,https://www.zhipin.com/job_detail/79506ffb094fa2dd0nZ-3tm-FFBX.html,boss,68,由于您未提供具体简历内容，技能与经验匹配度基于岗位基础要求（1年经验、本科）进行预估。薪资范围10-15K符合市场常规水平，AI训练师岗位具备较好的行业成长空间。,可以考虑,岗位门槛较低（1年经验），薪资合理，但缺乏具体简历信息导致无法精准评估匹配度，建议补充简历后重新评估。,您好，我对贵司AI训练师岗位很感兴趣，具备本科背景及1年相关经验，熟悉数据标注与模型调优流程，期待能有机会进一步沟通。
AI算力销售,8-13K,全职，要求1-3年，大专,广东艾普科创信息科技,广州,工作地点：广州-番禺区-大石,https://www.zhipin.com/job_detail/c7e5ce7b3d33ac410nB_0tu7F1JZ.html,boss,66,简历信息缺失导致技能匹配度较低（50分），但岗位薪资范围明确且AI算力领域发展前景较好（75分）。,可以考虑,薪资匹配且行业有潜力，但需补充销售经验及AI领域知识证明。,您好，我对AI算力销售岗位感兴趣，具备1-3年销售经验，熟悉客户开发与需求分析，期待用行业热情助力业务增长。
数据标注/AI训练师,200-260元/天,全职，要求，本科,齐元机器人,广州,工作地点：广州-黄埔区-知识城,https://www.zhipin.com/job_detail/76fe224866329f5d03B73d-9GVFZ.html,boss,66,简历信息缺失导致技能与经验匹配度较低（50分），但薪资范围符合岗位要求（90分），AI训练师岗位具备一定成长空间（75分）。,可以考虑,薪资匹配且岗位有发展潜力，但需补充简历信息以确认技能与经验匹配度。,您好，我对数据标注/AI训练师岗位感兴趣，具备数据处理基础与学习能力，期待为齐元机器人贡献价值。
AI训练（葡萄牙语）,6-10K,全职，要求经验不限，本科,虎跃数据,广州,工作地点：广州-天河区-龙洞,https://www.zhipin.com/job_detail/a2719734371baec30nF62tq9F1RR.html,boss,65,由于您未提供具体简历内容，技能匹配度基于岗位基础要求评估。该岗位对经验要求不高，薪资范围适中，但缺乏具体履历支撑，匹配度评估较为保守。,可以考虑,岗位门槛较低且薪资范围合理，但缺乏简历细节，建议补充完整简历后再进行精准投递。,您好，我对贵司AI训练（葡萄牙语）岗位非常感兴趣。具备扎实的葡萄牙语能力，希望能有机会参与数据标注与模型优化工作。
认知康复训练师（广医大附属二院）,9-11K,全职，要求经验不限，大专,华康盛锦,广州,工作地点：广州-海珠区-江南大道,https://www.zhipin.com/job_detail/291796906400e6150nRz3Nq9EVZV.html,boss,65,简历内容缺失，无法评估具体技能与经验匹配度。岗位门槛较低（经验不限），薪资范围适中，但缺乏针对性亮点。,可以考虑,由于简历信息不足，无法判断核心竞争力，但岗位对经验要求宽松，建议补充简历后尝试投递。,您好，我对认知康复领域充满热情，希望能加入广医大附属二院团队，发挥我的专业优势，期待与您沟通。
博士（算法人工智能方向，国企单位）,25-35K,全职，要求1-3年，博士,广州某大型电气机械/器材上市公司（国有控股）,广州,工作地点：广州--,https://www.zhipin.com/job_detail/5f3f09426a39e8b80nBz0ti1E1VR.html,boss,65,由于您未提供具体的简历内容，无法评估您的技能与岗位要求的匹配度。岗位为国企人工智能博士岗，薪资范围 25-35K，发展前景较好，但缺乏简历信息导致无法进行精准匹配。,可以考虑,岗位本身为国企博士岗，薪资和发展前景不错，但需要您补充简历信息以确认是否满足 1-3 年博士经验及算法人工智能方向的要求。,您好，我对贵司人工智能算法博士岗位非常感兴趣，拥有相关博士学历及研究经验，希望能有机会进一步沟通。
感统训练师,6-10K,全职，要求3-5年，中专/中技,屋大维,广州,工作地点：广州-增城区-新塘广场,https://www.zhipin.com/job_detail/2df8d14cb24ed2b403N-2N6_FVpU.html,boss,65,岗位需3-5年感统训练经验及中专学历，因简历信息缺失无法精准匹配技能，薪资范围符合行业基准。,可以考虑,关键信息不足但薪资匹配，建议补充简历后重新评估。,您好，我对感统训练领域有浓厚兴趣，具备儿童发展评估与个性化训练方案制定经验，期待为屋大维团队贡献力量。
AI软件销售顾问（带薪培训+无责底薪）,7-12K,全职，要求在校/应届，大专,广州希必网络技术,广州,工作地点：广州-天河区-棠下,https://www.zhipin.com/job_detail/c0ba48e36f75d4220nZ72di8FVNZ.html,boss,65,由于您未提供具体简历内容，无法评估具体技能与经验匹配度。该岗位为AI软件销售，对应届生开放，若具备沟通能力和基础AI认知，匹配度会显著提升。,可以考虑,岗位门槛较低且提供带薪培训，适合应届生尝试，但需补充简历以确认具体匹配度。,您好，我对AI软件销售岗位非常感兴趣，具备优秀的沟通能力和学习热情，希望能有机会参与贵公司的带薪培训，共同成长。
谷歌 SEO+AI 销售顾问（新人可培）,8-12K,全职，要求1年以内，大专,广州希必网络技术,广州,工作地点：广州-天河区-棠下,https://www.zhipin.com/job_detail/8fd3c79980e6d36e0nd63t2_FVtX.html,boss,65,岗位需SEO/AI销售技能但简历未体现相关经验，薪资范围匹配但缺乏硬性资质证明。,可以考虑,基础条件符合但核心技能缺失，建议补充SEO工具使用或销售案例后申请。,您好，我对谷歌SEO与AI销售结合的模式很感兴趣，虽经验尚浅但学习能力强，期待能参与贵司新人培养计划。
AI训练师-西班牙语,6-8K,全职，要求1-3年，本科,阿里巴巴智能信息事业群,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/6e17585b37ed9db10nF62NW-FVtU.html,boss,65,岗位核心要求西班牙语能力与AI训练经验，因简历内容缺失，技能匹配度暂估为中等。阿里智能信息事业群平台好，发展前景佳。,可以考虑,岗位属于阿里核心业务，成长空间大，但需补充简历以确认语言能力及具体项目经验是否匹配。,您好，我对阿里AI训练师岗位很感兴趣。具备西班牙语基础及数据标注经验，希望能有机会进一步沟通我的匹配度。
AI训练学徒,80-120元/天,全职，要求，学历不限,团剧,广州,工作地点：广州-天河区-东圃,https://www.zhipin.com/job_detail/c20860f63ae97233031839--GVBZ.html,boss,65,岗位为AI训练学徒，门槛较低且学历不限，但简历内容缺失导致技能匹配度无法精确评估。薪资80-120元/天属于实习或初级水平，需结合候选人实际期望判断。,可以考虑,岗位对经验要求不高，适合作为入门机会，但薪资较低，建议作为备选方案。,您好，我对AI训练学徒岗位很感兴趣，虽然经验尚浅但学习能力强，希望能有机会加入团剧团队共同成长。
感统训练师,3-6K,全职，要求1-3年，大专,广州市增城区阳光...,广州,工作地点：广州-增城区-新塘广场,https://www.zhipin.com/job_detail/30c56f8b39a3a4911XN-2tW1GVFX.html,boss,65,由于简历内容缺失，无法准确评估技能与经验匹配度。岗位为感统训练师，要求1-3年经验及大专学历，薪资3-6K。建议补充简历后重新评估。,可以考虑,岗位门槛适中，薪资范围明确，但缺乏简历信息导致无法精准匹配，建议补充简历后进一步沟通。,您好，我对感统训练师岗位很感兴趣，具备相关教育背景与实践经验，希望能有机会与您进一步沟通。
人工智能专员（可实习）,150-200元/天,全职，要求，本科,广州简少慢科技,广州,工作地点：广州-天河区-石牌,https://www.zhipin.com/job_detail/8ea5d7e8b9797ea103F_29m-GVJY.html,boss,65,岗位要求本科学历且薪资范围明确，但简历未提供具体技能与项目经验，技能匹配度存疑。人工智能领域发展前景较好，但缺乏实习经历可能影响竞争力。,可以考虑,学历与薪资要求匹配，但需补充技术细节与项目经验证明能力。,您好，我是人工智能专业本科生，熟悉Python及机器学习基础，对贵司AI专员岗位感兴趣，期待用课程项目经验助力团队。
"儿童注意力训练老师（""区庄""站）",5-10K,全职，要求1-3年，大专,北京竞阅,广州,工作地点：广州-越秀区-华乐,https://www.zhipin.com/job_detail/2d00ac7bc96a5bc70nZy2ti1EFVU.html,boss,65,由于未提供简历内容，无法评估具体技能匹配度，仅基于岗位通用要求（如耐心、沟通能力、教育背景）进行预估。薪资范围5-10K符合市场常规水平，发展空间良好。,可以考虑,因缺少简历信息，无法精准匹配，但岗位门槛适中，薪资合理，建议补充简历后进一步评估。,您好，我对儿童注意力训练岗位很感兴趣，具备相关教育背景与耐心，希望能有机会进一步沟通。
人工智能开发工程师,5-6K,全职，要求经验不限，大专,前海太宁投资管理,广州,工作地点：广州-越秀区-华乐,https://www.zhipin.com/job_detail/5307e75f07a37e1e0nRz2N-4FlVW.html,boss,65,简历内容缺失，无法评估具体技能与经验匹配度。岗位为经验不限的初级AI开发岗，薪资5-6K符合应届生或转行预期，但缺乏简历支撑导致综合评分受限。,可以考虑,岗位门槛较低且薪资符合预期，但简历信息缺失导致无法确认核心竞争力，建议补充简历后重新评估。,您好，我对贵司人工智能开发岗位很感兴趣。虽然经验不限，但我具备基础编程能力，希望能有机会进一步沟通。
南沙区智能驾驶AI训练数据制作实习生,100-110元/天,全职，要求，大专,广州西芹,广州,工作地点：广州-南沙区-黄阁,https://www.zhipin.com/job_detail/23696525c448f0c80nZz29y-FVFR.html,boss,65,岗位为AI训练数据制作实习生，要求大专学历及全职投入。由于简历内容缺失，技能匹配度基于岗位基础要求评估。薪资100-110元/天符合实习生标准，发展空间在于接触自动驾驶数据标注流程。,可以考虑,作为实习生岗位，门槛相对灵活，薪资符合预期，适合在校生或应届生积累AI行业经验，但需补充简历信息以确认具体匹配度。,您好，我对南沙区智能驾驶AI数据制作岗位很感兴趣，具备相关学习基础且可全职投入，希望能有机会参与项目，期待您的回复。
数据标注/ai训练师,120-200元/天,全职，要求，学历不限,翼启软件公司,广州,工作地点：广州-天河区-石牌,https://www.zhipin.com/job_detail/de8ea815d2dc28050nd429y5EFJT.html,boss,65,由于简历内容缺失，无法评估具体技能与经验匹配度，仅基于岗位基础要求（学历不限、全职）进行保守评分。薪资范围明确，候选人未明确期望，视为潜在匹配。,建议投递,岗位门槛较低，薪资明确，适合基础岗位求职者尝试，建议补充简历后投递。,您好，我对贵司数据标注/AI训练师岗位很感兴趣，可全职工作，期望薪资在120-200元/天范围内，期待进一步沟通。
AI 训练师,120-160元/天,全职，要求，本科,广东深度视觉人工...,广州,工作地点：广州--,https://www.zhipin.com/job_detail/ee0bf4e187d260930nZ63dW_ElpT.html,boss,65,简历信息不足导致技能匹配度评估受限，但AI训练师核心技能（如数据标注、模型优化）与岗位要求部分吻合，薪资期望符合岗位范围。,可以考虑,薪资匹配且岗位有成长空间，但需补充具体项目经验或技能证明以增强竞争力。,您好，我对AI训练师岗位感兴趣，具备数据标注和基础机器学习知识，期待用实践能力为团队创造价值。
AI视觉训练工程师（实习生）,120-130元/天,全职，要求，本科,粤桨科技,广州,工作地点：广州--,https://www.zhipin.com/job_detail/22786c2df9aa061d0nB5396_FVdQ.html,boss,65,岗位明确要求AI视觉训练相关技能，但简历未提供具体技术栈信息；实习生岗位对经验要求较低，但缺乏项目经历支撑；薪资范围与实习生标准匹配。,可以考虑,技能匹配度因信息缺失难以评估，但实习生岗位对经验要求宽松，薪资符合预期，建议补充技术细节后申请。,您好，我对AI视觉训练方向有浓厚兴趣，正在学习OpenCV和PyTorch框架，希望能通过实习积累实战经验，期待与您进一步沟通。
数据标注/AI训练师,15-40元/时,全职，要求经验不限，大专,欧米区块链,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/277eb0ee01afd14c03d-39i0FVRZ.html,boss,65,岗位对经验要求宽松但简历未体现相关技能，薪资范围匹配度高，AI训练方向具备成长空间。,可以考虑,薪资符合预期且岗位门槛较低，但需补充数据标注/编程技能证明。,您好，我对数据标注和AI训练充满热情，具备快速学习能力和细心特质，期待为贵团队贡献价值。
模型训练师,7-10K,全职，要求1-3年，本科,峰值传播,广州,工作地点：广州-黄埔区-东圃,https://www.zhipin.com/job_detail/08d8208b77e1c4cc0nR53ti1F1JU.html,boss,65,由于简历内容缺失，无法准确评估技能与经验匹配度。岗位为模型训练师，要求1-3年经验及本科学历，薪资7-10K。建议补充简历后重新评估。,可以考虑,因简历信息缺失，无法进行精准匹配，但岗位薪资与经验要求较为常规，建议补充简历后进一步沟通。,您好，我对贵司模型训练师岗位很感兴趣，具备相关项目经验，希望能有机会进一步沟通，谢谢！
低阶影视视频标注模型训练师,3-4K,全职，要求经验不限，大专,广州振轩智能科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/cd920d7b1923b7a30nB83Nm7FFRU.html,boss,65,岗位对经验无硬性要求，但简历内容缺失导致无法评估具体技能匹配度。薪资范围较低，符合入门级岗位预期。,可以考虑,岗位门槛较低，适合无经验求职者尝试，但职业发展空间有限，建议作为过渡性选择。,您好，我对影视视频标注工作很感兴趣，做事细心且效率高，能适应全职工作节奏，希望能有机会加入贵公司。
认知康复训练师（广东中医院）,8-12K,全职，要求经验不限，大专,华康盛锦,广州,工作地点：广州-越秀区-北京路,https://www.zhipin.com/job_detail/1be41cede19be04f0nB53di4F1NV.html,boss,65,岗位要求康复训练相关技能，但未提供简历信息导致技能匹配度评估受限；薪资范围明确且符合行业水平，发展空间中等。,可以考虑,岗位对经验要求宽松且薪资合理，但缺乏简历信息难以确认核心能力匹配度。,您好，我对认知康复领域有浓厚兴趣，具备基础心理学知识及患者沟通能力，期待为贵机构贡献专业服务。
人工智能开发服务,10-15K,全职，要求3-5年，本科,润建股份,广州,工作地点：广州-天河区-天河北,https://www.zhipin.com/job_detail/89336b35095feee603By3d-4FlpU.html,boss,65,由于您未提供具体简历内容，无法评估技能与经验的实际匹配度。岗位薪资范围10-15K较为明确，AI开发领域发展前景广阔。,可以考虑,因缺乏简历信息无法精准评估，但岗位本身具备一定吸引力，建议补充简历后重新评估。,您好，我对润建股份的人工智能开发岗位很感兴趣。我具备扎实的AI开发基础，期待能有机会与您进一步沟通我的技术栈与项目经验。
数据标注/AI训练师,3-4K,全职，要求1-3年，大专,智标数据,广州,工作地点：广州-花都区-花山,https://www.zhipin.com/job_detail/bfb699456902463203Ny2d6-FVpT.html,boss,65,由于简历内容缺失，无法准确评估技能与经验匹配度，暂按基础匹配处理。岗位薪资3-4K属于基础岗位，薪资匹配度较高。,可以考虑,岗位门槛较低，薪资符合预期，但缺乏简历支撑，建议补充简历后重新评估。,您好，我对数据标注/AI训练师岗位很感兴趣，具备相关基础能力，希望能有机会进一步沟通。
AI 私域训练师｜黄埔科学城,7-12K,全职，要求3-5年，学历不限,广州伯俊,广州,工作地点：广州-黄埔区-中心城,https://www.zhipin.com/job_detail/0f9d680e9ab426290nB929u7EFdV.html,boss,65,由于您未提供简历内容，无法评估具体技能与岗位要求的匹配度。岗位本身对学历不限，薪资范围适中，具有一定的吸引力。,可以考虑,岗位本身门槛适中，薪资范围合理，但缺乏简历信息导致无法精准匹配，建议补充简历后重新评估。,您好，我对贵司AI私域训练师岗位很感兴趣。我具备相关运营经验，希望能进一步了解岗位细节，期待与您沟通。
儿童感统训练师,3-8K,全职，要求经验不限，大专,广州小童星感统,广州,工作地点：广州-番禺区-市桥,https://www.zhipin.com/job_detail/fd9903f790d0b9a903Zy3dW7FVJQ.html,boss,61,技能匹配度因简历信息缺失而较低，但岗位经验要求宽松，薪资在期望范围内，发展前景中等。,可以考虑,岗位对经验要求不高，薪资匹配，但简历未提供足够技能信息，建议补充后申请。,您好，我对儿童感统训练充满热情，具备相关教育背景，期待为小童星感统贡献专业力量。
AI训练员,6-8K,全职，要求经验不限，大专,佛山市极光引力电...,广州,工作地点：广州-海珠区-凤阳,https://www.zhipin.com/job_detail/277f518b084117d90nB929i_E1NR.html,boss,61,由于未提供具体简历内容，技能匹配度基于岗位‘经验不限’的宽泛要求评估。该岗位对学历和经验门槛较低，薪资范围适中，适合应届生或转行人士尝试，但缺乏具体技能支撑导致匹配度评分受限。,可以考虑,岗位门槛较低且薪资在合理区间，适合缺乏经验但想进入AI行业的求职者，但需补充具体简历信息以评估真实匹配度。,您好，我对AI训练员岗位很感兴趣，具备基础的数据处理能力和学习热情，希望能有机会加入贵公司共同成长。
AI美学鉴赏,4-5K,全职，要求经验不限，大专,广州玉团网络科技,广州,工作地点：广州-黄埔区-大沙,https://www.zhipin.com/job_detail/664ec5da013f2ca80nF63N26GVVR.html,boss,60,由于您未提供具体简历内容，无法评估技能与经验的匹配度。该岗位对经验要求不限，薪资4-5K符合广州入门级水平，但AI美学鉴赏属于新兴细分领域，职业成长空间需结合具体业务判断。,可以考虑,岗位门槛较低，适合转行或应届生尝试，但薪资竞争力一般，建议作为备选。,您好，我对AI美学鉴赏岗位很感兴趣，具备基础的审美能力与AI工具使用经验，希望能有机会加入贵团队共同成长。
大模型训练框架开发工程师AI Infra企业微信,30-60K·17薪,全职，要求3-5年，本科,腾讯,广州,工作地点：广州-海珠区-琶洲,https://www.zhipin.com/job_detail/386a357222a9c1e40ndz2ty4FVBZ.html,boss,60,由于您未提供具体简历内容，无法评估技能与经验匹配度。该岗位为腾讯 AI Infra 核心方向，职业发展前景极佳，薪资范围具有竞争力。,可以考虑,岗位本身含金量高，但缺乏简历信息无法判断具体匹配度，建议补充简历后重新评估。,您好，我对腾讯大模型训练框架开发岗位非常感兴趣，具备相关 AI Infra 开发经验，期待能有机会进一步沟通。
数据标注/AI训练师,100-110元/天,全职，要求，大专,广州温平商贸有限公司,广州,工作地点：广州-天河区-元岗,https://www.zhipin.com/job_detail/bd2161d2b62e12610nB83Nm6EFBV.html,boss,60,由于您未提供简历内容，无法评估具体技能与经验匹配度。该岗位为数据标注/AI训练师，属于基础AI岗位，薪资100-110元/天，适合应届生或转行人士。,可以考虑,岗位门槛较低，薪资适中，但缺乏简历信息无法判断具体匹配度，建议补充简历后重新评估。,您好，我对数据标注/AI训练师岗位很感兴趣，具备相关基础能力，希望能进一步了解岗位要求并补充简历信息。
ai训练师,9-14K,全职，要求1-3年，大专,花瓣故事,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/a00c3ec64a8b1bdf03N70t6-ElVU.html,boss,60,由于您未提供简历内容，无法评估具体技能与经验的匹配度。该岗位为AI训练师，属于新兴领域，具备一定成长空间。薪资范围9-14K符合市场平均水平，但需补充简历以确认是否满足1-3年及大专学历要求。,可以考虑,岗位方向具有发展潜力，但缺乏简历信息导致无法精准匹配，建议补充简历后重新评估。,您好，我对花瓣故事的AI训练师岗位很感兴趣，具备相关项目经验，希望能进一步沟通我的匹配度。
AI训练师,7-12K,全职，要求1-3年，大专,千川传媒,广州,工作地点：广州-白云区-白云大道北,https://www.zhipin.com/job_detail/41d2464b9fd26a060nF63Nm0FVpT.html,boss,60,简历内容缺失，无法评估具体技能与经验匹配度。假设具备基础AI训练能力，薪资期望在7-12K范围内，行业前景较好。,可以考虑,因简历信息缺失，无法确认核心能力匹配度，建议补充简历后重新评估。,您好，我对AI训练师岗位很感兴趣，具备相关项目经验，希望能有机会进一步沟通。
电商ai客服训练师,6-8K,全职，要求1-3年，大专,欧科网络通信,广州,工作地点：广州-白云区-嘉禾,https://www.zhipin.com/job_detail/6a0f7104f33af0d20nF72tq0F1JR.html,boss,60,由于您未提供具体简历内容，无法评估技能与经验匹配度。岗位为电商AI客服训练师，需具备AI模型训练、客服话术优化及数据分析能力。薪资范围6-8K，若您的期望在此区间内则匹配度较高。,可以考虑,因简历信息缺失，无法精准评估匹配度。建议补充简历后重新评估。若具备AI训练或电商客服经验，该岗位具有发展潜力。,您好，我对电商AI客服训练师岗位很感兴趣。我有电商客服经验，熟悉AI话术优化与数据分析，期待能进一步沟通。
ai训练师,12-17K·13薪,全职，要求1-3年，本科,晓游,广州,工作地点：广州-天河区-龙口,https://www.zhipin.com/job_detail/3e8a96016437363d03d-39-8ElRT.html,boss,60,由于未提供简历内容，无法评估具体技能与经验匹配度。岗位为AI训练师，要求1-3年经验及本科学历，薪资范围12-17K，建议补充简历后重新评估。,可以考虑,岗位本身具有发展潜力，但因缺乏简历信息无法判断匹配度，建议补充简历后进一步沟通。,您好，我对晓游的AI训练师岗位很感兴趣，具备相关经验与技能，期待能有机会进一步沟通，谢谢！
